X,Y,OBJECTID,UNITID,NAME,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR
-86.568502,34.783368,1,100654,Alabama A & M University,4900 Meridian Street,Normal,AL,35762,1,1089,Madison County,12,34.783368,-86.568502,26620,"Huntsville, AL",1,290,"Huntsville-Decatur, AL",N,N,105,1019,1007,2021-2022
-86.799345,33.505697,2,100663,University of Alabama at Birmingham,Administration Bldg Suite 1070,Birmingham,AL,35294-0110,1,1073,Jefferson County,12,33.505697,-86.799345,13820,"Birmingham-Hoover, AL",1,142,"Birmingham-Hoover-Talladega, AL",N,N,107,1055,1018,2021-2022
-86.17401,32.362609,3,100690,Amridge University,1200 Taylor Rd,Montgomery,AL,36117-3553,1,1101,Montgomery County,12,32.362609,-86.17401,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,102,1074,1025,2021-2022
-86.640449,34.724557,4,100706,University of Alabama in Huntsville,301 Sparkman Dr,Huntsville,AL,35899,1,1089,Madison County,12,34.724557,-86.640449,26620,"Huntsville, AL",1,290,"Huntsville-Decatur, AL",N,N,105,1006,1002,2021-2022
-86.295677,32.364317,5,100724,Alabama State University,915 S Jackson Street,Montgomery,AL,36104-0271,1,1101,Montgomery County,12,32.364317,-86.295677,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,107,1077,1026,2021-2022
-87.529594,33.207015,6,100733,University of Alabama System Office,500 University Blvd. East,Tuscaloosa,AL,35401,1,1125,Tuscaloosa County,13,33.207015,-87.529594,46220,"Tuscaloosa, AL",1,N,N,N,N,107,1063,1021,2021-2022
-87.545978,33.211875,7,100751,The University of Alabama,739 University Blvd,Tuscaloosa,AL,35487-0100,1,1125,Tuscaloosa County,13,33.211875,-87.545978,46220,"Tuscaloosa, AL",1,N,N,N,N,107,1063,1021,2021-2022
-85.945266,32.92478,8,100760,Central Alabama Community College,1675 Cherokee Rd,Alexander City,AL,35010,1,1123,Tallapoosa County,32,32.92478,-85.945266,10760,"Alexander City, AL",2,388,"Montgomery-Selma-Alexander City, AL",N,N,103,1081,1027,2021-2022
-86.964698,34.806793,9,100812,Athens State University,300 N Beaty St,Athens,AL,35611,1,1083,Limestone County,31,34.806793,-86.964698,26620,"Huntsville, AL",1,290,"Huntsville-Decatur, AL",N,N,105,1005,1001,2021-2022
-86.177544,32.36736,10,100830,Auburn University at Montgomery,7440 East Drive,Montgomery,AL,36117-3596,1,1101,Montgomery County,12,32.36736,-86.177544,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,102,1074,1025,2021-2022
-85.488258,32.599378,11,100858,Auburn University,M,Auburn,AL,36849,1,1081,Lee County,13,32.599378,-85.488258,12220,"Auburn-Opelika, AL",1,194,"Columbus-Auburn-Opelika, GA-AL",N,N,103,1079,1027,2021-2022
-86.850552,33.513774,12,100937,Birmingham-Southern College,900 Arkadelphia Road,Birmingham,AL,35254,1,1073,Jefferson County,12,33.513774,-86.850552,13820,"Birmingham-Hoover, AL",1,142,"Birmingham-Hoover-Talladega, AL",N,N,107,1060,1020,2021-2022
-85.031485,32.42391,13,101028,Chattahoochee Valley Community College,2602 College Drive,Phenix City,AL,36869,1,1113,Russell County,41,32.42391,-85.031485,17980,"Columbus, GA-AL",1,194,"Columbus-Auburn-Opelika, GA-AL",N,N,103,1083,1027,2021-2022
-86.216488,32.342684,14,101116,South University-Montgomery,5355 Vaughn Rd,Montgomery,AL,36116,1,1101,Montgomery County,12,32.342684,-86.216488,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,102,1076,1025,2021-2022
-85.836956,31.297496,15,101143,Enterprise State Community College,600 Plaza Drive,Enterprise,AL,36330-1300,1,1031,Coffee County,32,31.297496,-85.836956,21460,"Enterprise, AL",2,N,N,N,N,102,1091,1031,2021-2022
-87.778193,30.851343,16,101161,Coastal Alabama Community College,1900 U S Highway 31 South,Bay Minette,AL,36507-2698,1,1003,Baldwin County,32,30.851343,-87.778193,19300,"Daphne-Fairhope-Foley, AL",1,380,"Mobile-Daphne-Fairhope, AL",N,N,101,1064,1022,2021-2022
-86.21641,32.384181,17,101189,Faulkner University,5345 Atlanta Hwy,Montgomery,AL,36109-3390,1,1101,Montgomery County,12,32.384181,-86.21641,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,102,1074,1025,2021-2022
-85.991438,33.994001,18,101240,Gadsden State Community College,1001 George Wallace Dr,Gadsden,AL,35903,1,1055,Etowah County,13,33.994001,-85.991438,23460,"Gadsden, AL",1,N,N,N,N,104,1028,1010,2021-2022
-86.196931,34.27871,19,101277,New Beginning College of Cosmetology,421 Martling Road,Albertville,AL,35951,1,1095,Marshall County,32,34.27871,-86.196931,10700,"Albertville, AL",2,N,N,N,N,104,1026,1009,2021-2022
-85.465836,31.315274,20,101286,George C Wallace Community College-Dothan,1141 Wallace Drive,Dothan,AL,36303-9234,1,1045,Dale County,13,31.315274,-85.465836,37120,"Ozark, AL",2,222,"Dothan-Ozark, AL",N,N,102,1093,1029,2021-2022
-86.781935,34.072439,21,101295,George C Wallace State Community College-Hanceville,801 Main St NW,Hanceville,AL,35077-2000,1,1043,Cullman County,32,34.072439,-86.781935,18980,"Cullman, AL",2,142,"Birmingham-Hoover-Talladega, AL",N,N,104,1011,1004,2021-2022
-87.013294,32.445917,22,101301,George C Wallace State Community College-Selma,3000 Earl Goodwin Parkway,Selma,AL,36702-2808,1,1047,Dallas County,32,32.445917,-87.013294,42820,"Selma, AL",2,388,"Montgomery-Selma-Alexander City, AL",N,N,107,1067,1023,2021-2022
-86.832465,33.468466,23,101365,Herzing University-Birmingham,280 West Valley Ave,Birmingham,AL,35209,1,1073,Jefferson County,21,33.468466,-86.832465,13820,"Birmingham-Hoover, AL",1,142,"Birmingham-Hoover-Talladega, AL",N,N,107,1052,1018,2021-2022
-86.284366,32.351034,24,101435,Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,36106-2148,1,1101,Montgomery County,12,32.351034,-86.284366,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,102,1077,1026,2021-2022
-87.663051,34.856153,25,101453,Heritage Christian University,3625 Helton Dr,Florence,AL,35630-9977,1,1077,Lauderdale County,13,34.856153,-87.663051,22520,"Florence-Muscle Shoals, AL",1,N,N,N,N,105,1002,1001,2021-2022
-86.572885,34.771858,26,101462,J. F. Drake State Community and Technical College,3421 Meridian St N,Huntsville,AL,35811,1,1089,Madison County,12,34.771858,-86.572885,26620,"Huntsville, AL",1,290,"Huntsville-Decatur, AL",N,N,105,1019,1007,2021-2022
-86.392369,32.582312,27,101471,J F Ingram State Technical College,5375 Ingram Rd,Deatsville,AL,36022,1,1051,Elmore County,21,32.582312,-86.392369,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,102,1031,1030,2021-2022
-85.765321,33.822938,28,101480,Jacksonville State University,700 Pelham Road North,Jacksonville,AL,36265,1,1015,Calhoun County,23,33.822938,-85.765321,11500,"Anniston-Oxford, AL",1,N,N,N,N,103,1040,1012,2021-2022
-86.707233,33.652535,29,101505,Jefferson State Community College,2601 Carson Rd,Birmingham,AL,35215-3098,1,1073,Jefferson County,12,33.652535,-86.707233,13820,"Birmingham-Hoover, AL",1,142,"Birmingham-Hoover-Talladega, AL",N,N,106,1051,1020,2021-2022
-86.949674,34.645844,30,101514,John C Calhoun State Community College,6250 U S Highway 31 N,Tanner,AL,35671,1,1083,Limestone County,41,34.645844,-86.949674,26620,"Huntsville, AL",1,290,"Huntsville-Decatur, AL",N,N,105,1004,1003,2021-2022
-87.315206,32.629253,31,101541,Judson College,302 Bibb St,Marion,AL,36756,1,1105,Perry County,43,32.629253,-87.315206,N,N,0,N,N,N,N,107,1072,1023,2021-2022
-86.888844,33.450814,32,101569,Lawson State Community College,3060 Wilson Rd SW,Birmingham,AL,35221-1717,1,1073,Jefferson County,12,33.450814,-86.888844,13820,"Birmingham-Hoover, AL",1,142,"Birmingham-Hoover-Talladega, AL",N,N,107,1057,1019,2021-2022
-88.186329,32.588132,33,101587,University of West Alabama,Station One,Livingston,AL,35470,1,1119,Sumter County,43,32.588132,-88.186329,N,N,0,N,N,N,N,107,1071,1024,2021-2022
-86.452262,31.322947,34,101602,Lurleen B Wallace Community College,1000 Dannelly Blvd.,Andalusia,AL,36420-1224,1,1039,Covington County,41,31.322947,-86.452262,N,N,0,N,N,N,N,102,1092,1031,2021-2022
-87.322041,32.623734,35,101648,Marion Military Institute,1101 Washington St,Marion,AL,36756-3207,1,1105,Perry County,43,32.623734,-87.322041,N,N,0,N,N,N,N,107,1072,1023,2021-2022
-86.908751,33.482442,36,101675,Miles College,5500 Myron Massey Blvd,Fairfield,AL,35064-2621,1,1073,Jefferson County,21,33.482442,-86.908751,13820,"Birmingham-Hoover, AL",1,142,"Birmingham-Hoover-Talladega, AL",N,N,107,1055,1019,2021-2022
-88.128934,30.793247,37,101693,University of Mobile,5735 College Parkway,Mobile,AL,36613-2842,1,1097,Mobile County,41,30.793247,-88.128934,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",N,N,101,1098,1034,2021-2022
-86.865099,33.10625,38,101709,University of Montevallo,Station 6001,Montevallo,AL,35115-6000,1,1117,Shelby County,21,33.10625,-86.865099,13820,"Birmingham-Hoover, AL",1,142,"Birmingham-Hoover-Talladega, AL",N,N,106,1049,1014,2021-2022
-87.678089,34.739788,39,101736,Northwest-Shoals Community College,800 George Wallace Blvd,Muscle Shoals,AL,35661,1,1033,Colbert County,13,34.739788,-87.678089,22520,"Florence-Muscle Shoals, AL",1,N,N,N,N,104,1003,1006,2021-2022
-87.681361,34.806738,40,101879,University of North Alabama,One Harrison Plaza,Florence,AL,35632-0001,1,1077,Lauderdale County,13,34.806738,-87.681361,22520,"Florence-Muscle Shoals, AL",1,N,N,N,N,105,1001,1006,2021-2022
-85.911664,34.545471,41,101897,Northeast Alabama Community College,138  Highway 35,Rainsville,AL,35986,1,1071,Jackson County,42,34.545471,-85.911664,42460,"Scottsboro, AL",2,497,"Scottsboro-Fort Payne, AL",N,N,105,1023,1008,2021-2022
-86.652705,34.756344,42,101912,Oakwood University,7000 Adventist Blvd NW,Huntsville,AL,35896,1,1089,Madison County,12,34.756344,-86.652705,26620,"Huntsville, AL",1,290,"Huntsville-Decatur, AL",N,N,105,1053,1002,2021-2022
-86.964797,31.460265,43,101994,Reid State Technical College,100 and Hwy 83,Evergreen,AL,36401,1,1035,Conecuh County,41,31.460265,-86.964797,N,N,0,N,N,N,N,102,1068,1023,2021-2022
-88.056982,30.693972,44,102030,Bishop State Community College,351 North Broad Street,Mobile,AL,36603-5898,1,1097,Mobile County,12,30.693972,-88.056982,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",N,N,101,1097,1033,2021-2022
-86.791799,33.464128,45,102049,Samford University,800 Lakeshore Drive,Birmingham,AL,35229-2240,1,1073,Jefferson County,21,33.464128,-86.791799,13820,"Birmingham-Hoover, AL",1,142,"Birmingham-Hoover-Talladega, AL",N,N,106,1046,1016,2021-2022
-87.032392,32.420387,46,102058,Selma University,"1501 Lapsley St, Dinkins Hall",Selma,AL,36701,1,1047,Dallas County,32,32.420387,-87.032392,42820,"Selma, AL",2,388,"Montgomery-Selma-Alexander City, AL",N,N,107,1067,1023,2021-2022
-87.56148,33.120531,47,102067,Shelton State Community College,9500 Old Greensboro Rd,Tuscaloosa,AL,35405-8522,1,1125,Tuscaloosa County,13,33.120531,-87.56148,46220,"Tuscaloosa, AL",1,N,N,N,N,107,1071,1021,2021-2022
-86.169897,34.201495,48,102076,Snead State Community College,102 Elder Street,Boaz,AL,35957-0734,1,1095,Marshall County,32,34.201495,-86.169897,10700,"Albertville, AL",2,N,N,N,N,104,1026,1009,2021-2022
-88.178711,30.696033,49,102094,University of South Alabama,307 N University Blvd,Mobile,AL,36688-0002,1,1097,Mobile County,12,30.696033,-88.178711,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",N,N,101,1101,1033,2021-2022
-88.138199,30.694751,50,102234,Spring Hill College,4000 Dauphin St,Mobile,AL,36608-1791,1,1097,Mobile County,12,30.694751,-88.138199,33660,"Mobile, AL",1,380,"Mobile-Daphne-Fairhope, AL",N,N,101,1101,1034,2021-2022
-87.585278,33.200006,51,102270,Stillman College,3601 Stillman Boulevard,Tuscaloosa,AL,35401,1,1125,Tuscaloosa County,13,33.200006,-87.585278,46220,"Tuscaloosa, AL",1,N,N,N,N,107,1071,1024,2021-2022
-86.112704,33.433472,52,102298,Talladega College,627 West Battle Street,Talladega,AL,35160,1,1121,Talladega County,32,33.433472,-86.112704,45180,"Talladega-Sylacauga, AL",2,142,"Birmingham-Hoover-Talladega, AL",N,N,103,1032,1015,2021-2022
-86.343057,32.350109,53,102313,H Councill Trenholm State Community College,1225 Air Base Blvd,Montgomery,AL,36108-3199,1,1101,Montgomery County,12,32.350109,-86.343057,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,107,1078,1026,2021-2022
-85.957094,31.800672,54,102368,Troy University,University Avenue,Troy,AL,36082-0001,1,1109,Pike County,33,31.800672,-85.957094,45980,"Troy, AL",2,N,N,N,N,102,1089,1031,2021-2022
-84.997001,32.474218,55,10236801,Troy University-Phenix City Campus,1510 Whitewater Avenue,Phenix City,AL,36869-4419,1,1113,Russell County,21,32.474218,-84.997001,17980,"Columbus, GA-AL",1,194,"Columbus-Auburn-Opelika, GA-AL",N,N,103,1083,1028,2021-2022
-86.310895,32.376305,56,10236802,Troy University-Montgomery Campus,231 Montgomery Street,Montgomery,AL,36103-4419,1,1101,Montgomery County,12,32.376305,-86.310895,33860,"Montgomery, AL",1,388,"Montgomery-Selma-Alexander City, AL",N,N,102,1077,1026,2021-2022
-85.470866,31.280632,57,10236803,Troy University-Dothan Campus,500 University Drive,Dothan,AL,36303-4419,1,1069,Houston County,41,31.280632,-85.470866,20020,"Dothan, AL",1,222,"Dothan-Ozark, AL",N,N,102,1093,1029,2021-2022
-85.95802,31.799583,58,10236808,Troy University-Online,241 Adams Administration Building,Troy,AL,36082-5327,1,1109,Pike County,33,31.799583,-85.95802,45980,"Troy, AL",2,N,N,N,N,102,1089,1031,2021-2022
-85.95802,31.799583,59,10236809,Troy University-Support Sites,100 University Park,Troy,AL,36082-5327,1,1109,Pike County,33,31.799583,-85.95802,45980,"Troy, AL",2,N,N,N,N,102,1089,1031,2021-2022
-85.708492,32.4309,60,102377,Tuskegee University,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,1,1087,Macon County,32,32.4309,-85.708492,N,N,0,N,N,N,N,103,1082,1028,2021-2022
-87.91163,30.639329,61,102395,United States Sports Academy,One Academy Drive,Daphne,AL,36526-7055,1,1003,Baldwin County,13,30.639329,-87.91163,19300,"Daphne-Fairhope-Foley, AL",1,380,"Mobile-Daphne-Fairhope, AL",N,N,101,1096,1032,2021-2022
-87.266406,33.836929,62,102429,Bevill State Community College,1411 Indiana Avenue,Jasper,AL,35501,1,1127,Walker County,32,33.836929,-87.266406,27530,"Jasper, AL",2,142,"Birmingham-Hoover-Talladega, AL",N,N,104,1013,1005,2021-2022
-149.82619,61.190163,63,102553,University of Alaska Anchorage,3211 Providence Drive,Anchorage,AK,99508,2,2020,Anchorage Municipality,11,61.190163,-149.82619,11260,"Anchorage, AK",1,N,N,N,N,200,2017,0200I,2021-2022
-149.111972,61.598553,64,102580,Alaska Bible College,248 E Elmwood Ave,Palmer,AK,99645,2,2170,Matanuska-Susitna Borough,32,61.598553,-149.111972,11260,"Anchorage, AK",1,N,N,N,N,200,2011,0200F,2021-2022
-147.823146,64.85756,65,102614,University of Alaska Fairbanks,1731 South Chandalar Drive,Fairbanks,AK,99775,2,2090,Fairbanks North Star Borough,23,64.85756,-147.823146,21820,"Fairbanks, AK",1,N,N,N,N,200,2005,0200C,2021-2022
-134.638255,58.384846,66,102632,University of Alaska Southeast,11066 Auke Lake Way,Juneau,AK,99801-8697,2,2110,Juneau City and Borough,33,58.384846,-134.638255,27940,"Juneau, AK",2,N,N,N,N,200,2034,0200Q,2021-2022
-149.804168,61.190968,67,102669,Alaska Pacific University,4101 University Dr,Anchorage,AK,99508,2,2020,Anchorage Municipality,11,61.190968,-149.804168,11260,"Anchorage, AK",1,N,N,N,N,200,2017,0200I,2021-2022
-149.444487,60.110626,68,102711,Alaska Vocational Technical Center,PO Box 889,Seward,AK,99664-0889,2,2122,Kenai Peninsula Borough,43,60.110626,-149.444487,N,N,0,N,N,N,N,200,2029,0200O,2021-2022
-122.494766,45.617798,69,102845,Charter College,"17200 S.E. Mill Plain Boulevard, Suite 100",Vancouver,WA,98683-7575,53,53011,Clark County,12,45.617798,-122.494766,38900,"Portland-Vancouver-Hillsboro, OR-WA",1,440,"Portland-Vancouver-Salem, OR-WA",N,N,5303,53018,53018,2021-2022
-149.856954,61.181443,70,103501,Alaska Career College,1415 E Tudor Road,Anchorage,AK,99507-1033,2,2020,Anchorage Municipality,11,61.181443,-149.856954,11260,"Anchorage, AK",1,N,N,N,N,200,2018,0200I,2021-2022
-147.848969,64.857516,71,103529,University of Alaska System of Higher Education,"910 Yukon Drive, Suite 202 Butrovich Building",Fairbanks,AK,99775-5000,2,2090,Fairbanks North Star Borough,23,64.857516,-147.848969,21820,"Fairbanks, AK",1,N,N,N,N,200,2005,0200C,2021-2022
-110.927187,32.235657,72,103741,Empire Beauty School-Tucson,3030 E Speedway Blvd,Tucson,AZ,85716,4,4019,Pima County,11,32.235657,-110.927187,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",N,N,402,4010,4010,2021-2022
-112.104601,33.565758,73,103893,Carrington College-Phoenix North,2149 W Dunlap Avenue,Phoenix,AZ,85051-4063,4,4013,Maricopa County,11,33.565758,-112.104601,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,409,4030,4030,2021-2022
-111.853218,33.39248,74,103909,Carrington College-Mesa,1001 West Southern Avenue,Mesa,AZ,85210-5005,4,4013,Maricopa County,11,33.39248,-111.853218,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,409,4026,4026,2021-2022
-110.983056,32.224391,75,103927,Carrington College-Tucson,201 North Bonita Avenue,Tucson,AZ,85745-2974,4,4019,Pima County,11,32.224391,-110.983056,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",N,N,403,4003,4003,2021-2022
-110.872305,32.237253,76,103954,Arizona Academy of Beauty,5631 E Speedway Blvd,Tucson,AZ,85712,4,4019,Pima County,11,32.237253,-110.872305,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",N,N,402,4010,4010,2021-2022
-112.157344,33.537249,77,103963,Miller-Motte College-Arizona Automotive Institute,6829 N 46th Ave,Glendale,AZ,85301-3579,4,4013,Maricopa County,21,33.537249,-112.157344,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,407,4030,4030,2021-2022
-112.112473,33.566102,78,104090,Brookline College-Phoenix,"2445 W. Dunlap Ave., Ste. 100",Phoenix,AZ,85021,4,4013,Maricopa County,11,33.566102,-112.112473,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,409,4030,4030,2021-2022
-111.934383,33.417721,79,104151,Arizona State University Campus Immersion,University Drive and Mill Avenue,Tempe,AZ,85287,4,4013,Maricopa County,12,33.417721,-111.934383,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,409,4026,4026,2021-2022
-112.160021,33.60726,80,10415101,Arizona State University-West,4701 W Thunderbird Road,Glendale,AZ,85306,4,4013,Maricopa County,11,33.60726,-112.160021,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,408,4020,4020,2021-2022
-111.677225,33.307142,81,10415102,Arizona State University-Polytechnic,7001 E Williams Field Road,Mesa,AZ,85212,4,4013,Maricopa County,11,33.307142,-111.677225,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,405,4016,4016,2021-2022
-112.07347,33.452914,82,10415103,Arizona State University-Downtown Phoenix,411 N Central Ave,Phoenix,AZ,85004,4,4013,Maricopa County,11,33.452914,-112.07347,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,407,4024,4024,2021-2022
-110.983661,32.225916,83,10415104,Arizona State University - Tucson,340 North Commerce Park Loop,Tucson,AZ,85745-4284,4,4019,Pima County,11,32.225916,-110.983661,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",N,N,403,4003,4003,2021-2022
-114.321596,34.472768,84,10415105,Arizona State University - Lake Havasu,100 University Way,Lake Havasu City,AZ,86403-6877,4,4015,Mohave County,13,34.472768,-114.321596,29420,"Lake Havasu City-Kingman, AZ",1,N,N,N,N,404,4005,4005,2021-2022
-109.76234,32.843664,85,10415106,Arizona State University - The Gila Valley,615 North Stadium Avenue,Thatcher,AZ,85552-5545,4,4009,Graham County,33,32.843664,-109.76234,40940,"Safford, AZ",2,N,N,N,N,401,4014,4014,2021-2022
-114.495968,32.689306,86,10415107,Arizona State University - Yuma,2020 South Avenue Eight East,Yuma,AZ,85365-6900,4,4027,Yuma County,13,32.689306,-114.495968,49740,"Yuma, AZ",1,N,N,N,N,404,4013,4013,2021-2022
-111.688547,32.877622,87,10415108,Arizona State University - Pinal,540 N Camino Mercado,Casa Grande,AZ,85122,4,4021,Pinal County,41,32.877622,-111.688547,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,401,4008,4008,2021-2022
-110.246946,31.564597,88,10415109,Arizona State University - Cochise,901 N Colombo Ave,Sierra Vista,AZ,85635-2317,4,4003,Cochise County,13,31.564597,-110.246946,43420,"Sierra Vista-Douglas, AZ",1,N,N,N,N,402,4014,4014,2021-2022
-112.343368,34.597849,89,10415110,Arizona State University - Yavapai,6955 Panther Path,Prescott Valley,AZ,86314-2252,4,4025,Yavapai County,13,34.597849,-112.343368,39150,"Prescott Valley-Prescott, AZ",1,N,N,N,N,404,4001,4001,2021-2022
-111.016672,32.227607,90,10415111,Arizona State University - Pima,2202 West Anklam Road,Tucson,AZ,85709-0001,4,4019,Pima County,11,32.227607,-111.016672,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",N,N,403,4003,4003,2021-2022
-77.0419,38.9011,91,10415112,"Arizona State University - Washington, D.C.",1800 I Street North West,Washington,DC,20006-5407,11,11001,District of Columbia,11,38.9011,-77.0419,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",N,N,1198,N,11002,2021-2022
-114.495968,32.689306,92,104160,Arizona Western College,2020 S. Avenue 8E,Yuma,AZ,85365-8834,4,4027,Yuma County,13,32.689306,-114.495968,49740,"Yuma, AZ",1,N,N,N,N,404,4013,4013,2021-2022
-110.950815,32.232672,93,104179,University of Arizona,1401 E University,Tucson,AZ,85721-0066,4,4019,Pima County,11,32.232672,-110.950815,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",N,N,403,4003,4003,2021-2022
-111.652501,32.957092,94,104346,Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,85128-9030,4,4021,Pinal County,41,32.957092,-111.652501,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,401,4008,4008,2021-2022
-114.332686,34.477485,95,104391,Charles of Italy Beauty College,"1987 McCulloch Blvd, Suite 205",Lake Havasu City,AZ,86403,4,4015,Mohave County,13,34.477485,-114.332686,29420,"Lake Havasu City-Kingman, AZ",1,N,N,N,N,404,4005,4005,2021-2022
-110.246946,31.564597,96,104425,Cochise County Community College District,901 N Colombo Ave,Sierra Vista,AZ,85635-2317,4,4003,Cochise County,13,31.564597,-110.246946,43420,"Sierra Vista-Douglas, AZ",1,N,N,N,N,402,4014,4014,2021-2022
-111.860423,33.347586,97,104443,Empire Beauty School-Chandler,2978 N Alma School Rd #1-3,Chandler,AZ,85224,4,4013,Maricopa County,11,33.347586,-111.860423,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,409,4017,4017,2021-2022
-111.858305,33.376583,98,104568,Avalon Institute-Mesa,2111 S Alma School Rd Ste 21,Mesa,AZ,85210,4,4013,Maricopa County,11,33.376583,-111.858305,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,409,4018,4018,2021-2022
-109.76234,32.843664,99,104577,Eastern Arizona College,615 N. Stadium Ave.,Thatcher,AZ,85552-0769,4,4009,Graham County,33,32.843664,-109.76234,40940,"Safford, AZ",2,N,N,N,N,401,4014,4014,2021-2022
-112.449741,34.616766,100,104586,Embry-Riddle Aeronautical University-Prescott,3700 Willow Creek Road,Prescott,AZ,86301-3720,4,4025,Yavapai County,41,34.616766,-112.449741,39150,"Prescott Valley-Prescott, AZ",1,N,N,N,N,404,4001,4001,2021-2022
-111.941953,33.566649,101,104665,The School of Architecture,6433 E. Doubletree Ranch Rd.,Paradise Valley,AZ,85253,4,4013,Maricopa County,21,33.566649,-111.941953,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,406,4028,4028,2021-2022
-112.190735,33.570226,102,104708,Glendale Community College,6000 W Olive Ave,Glendale,AZ,85302,4,4013,Maricopa County,21,33.570226,-112.190735,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,408,4020,4020,2021-2022
-112.129929,33.513231,103,104717,Grand Canyon University,3300 W Camelback Rd,Phoenix,AZ,85017,4,4013,Maricopa County,11,33.513231,-112.129929,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,407,4030,4030,2021-2022
-111.975786,33.412915,104,105136,Maricopa Community College System Office,2411 W 14th St,Tempe,AZ,85281-6942,4,4013,Maricopa County,12,33.412915,-111.975786,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,409,4026,4026,2021-2022
-111.997077,33.449686,105,105145,GateWay Community College,108 N. 40th Street,Phoenix,AZ,85034,4,4013,Maricopa County,11,33.449686,-111.997077,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,407,4027,4027,2021-2022
-111.871255,33.390323,106,105154,Mesa Community College,1833 W Southern Ave,Mesa,AZ,85202,4,4013,Maricopa County,11,33.390323,-111.871255,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,409,4018,4018,2021-2022
-114.029838,35.270996,107,105206,Mohave Community College,1971 Jagerson Ave,Kingman,AZ,86409-1238,4,4015,Mohave County,41,35.270996,-114.029838,29420,"Lake Havasu City-Kingman, AZ",1,N,N,N,N,404,4005,4005,2021-2022
-112.121336,33.684428,108,105215,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,2844 W Deer Valley Rd,Phoenix,AZ,85027,4,4013,Maricopa County,11,33.684428,-112.121336,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,406,4015,4015,2021-2022
-109.21684,36.293328,109,105297,Dine College,"Route 12, One Circle Drive",Tsaile,AZ,86556,4,4001,Apache County,43,36.293328,-109.21684,N,N,0,N,N,N,N,401,4007,4007,2021-2022
